species	imgt_gene_id	functionality	gene_definition	allele_count	chromosome	chromosomal_localization	ligm_db_accessions	ncbi_gene_id
Gorilla gorilla gorilla	TRAJ28	F	Gorilla gorilla gorilla T cell receptor alpha joining 28	2	14		BK064837	-
Gorilla gorilla gorilla	TRAJ29	F	Gorilla gorilla gorilla T cell receptor alpha joining 29	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ3	F	Gorilla gorilla gorilla T cell receptor alpha joining 3	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ30	F	Gorilla gorilla gorilla T cell receptor alpha joining 30	2	14		BK064837	-
Gorilla gorilla gorilla	TRAJ31	F	Gorilla gorilla gorilla T cell receptor alpha joining 31	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ32	F	Gorilla gorilla gorilla T cell receptor alpha joining 32	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ33	F	Gorilla gorilla gorilla T cell receptor alpha joining 33	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ34	F	Gorilla gorilla gorilla T cell receptor alpha joining 34	2	14		BK064837	-
Gorilla gorilla gorilla	TRAJ35	F	Gorilla gorilla gorilla T cell receptor alpha joining 35	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ36	F	Gorilla gorilla gorilla T cell receptor alpha joining 36	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ37	F	Gorilla gorilla gorilla T cell receptor alpha joining 37	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ38	F	Gorilla gorilla gorilla T cell receptor alpha joining 38	2	14		BK064837	-
Gorilla gorilla gorilla	TRAJ39	F	Gorilla gorilla gorilla T cell receptor alpha joining 39	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ4	F	Gorilla gorilla gorilla T cell receptor alpha joining 4	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ40	F	Gorilla gorilla gorilla T cell receptor alpha joining 40	2	14		BK064837	-
Gorilla gorilla gorilla	TRAJ41	F  ORF	Gorilla gorilla gorilla T cell receptor alpha joining 41	3	14		BK064837	-
Gorilla gorilla gorilla	TRAJ42	F	Gorilla gorilla gorilla T cell receptor alpha joining 42	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ43	F	Gorilla gorilla gorilla T cell receptor alpha joining 43	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ44	F	Gorilla gorilla gorilla T cell receptor alpha joining 44	2	14		BK064837	-
Gorilla gorilla gorilla	TRAJ45	F	Gorilla gorilla gorilla T cell receptor alpha joining 45	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ46	F  P	Gorilla gorilla gorilla T cell receptor alpha joining 46	4	14		BK064837	-
Gorilla gorilla gorilla	TRAJ47	F	Gorilla gorilla gorilla T cell receptor alpha joining 47	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ48	F	Gorilla gorilla gorilla T cell receptor alpha joining 48	2	14		BK064837	-
Gorilla gorilla gorilla	TRAJ49	F	Gorilla gorilla gorilla T cell receptor alpha joining 49	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ5	F	Gorilla gorilla gorilla T cell receptor alpha joining 5	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ50	F	Gorilla gorilla gorilla T cell receptor alpha joining 50	2	14		BK064837	-
Gorilla gorilla gorilla	TRAJ51	P	Gorilla gorilla gorilla T cell receptor alpha joining 51	2	14		BK064837	-
Gorilla gorilla gorilla	TRAJ52	F	Gorilla gorilla gorilla T cell receptor alpha joining 52	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ53	F	Gorilla gorilla gorilla T cell receptor alpha joining 53	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ54	F	Gorilla gorilla gorilla T cell receptor alpha joining 54	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ55	P	Gorilla gorilla gorilla T cell receptor alpha joining 55	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ56	F	Gorilla gorilla gorilla T cell receptor alpha joining 56	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ57	F	Gorilla gorilla gorilla T cell receptor alpha joining 57	2	14		BK064837	-
Gorilla gorilla gorilla	TRAJ58	F	Gorilla gorilla gorilla T cell receptor alpha joining 58	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ59	ORF	Gorilla gorilla gorilla T cell receptor alpha joining 59	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ6	F	Gorilla gorilla gorilla T cell receptor alpha joining 6	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ60	P	Gorilla gorilla gorilla T cell receptor alpha joining 60	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ61	ORF	Gorilla gorilla gorilla T cell receptor alpha joining 61	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ7	F	Gorilla gorilla gorilla T cell receptor alpha joining 7	1	14		BK064837	-
Gorilla gorilla gorilla	TRAJ8	F	Gorilla gorilla gorilla T cell receptor alpha joining 8	2	14		BK064837	-
Gorilla gorilla gorilla	TRAJ9	F	Gorilla gorilla gorilla T cell receptor alpha joining 9	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV1-1	F	Gorilla gorilla gorilla T cell receptor alpha variable 1-1	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV1-2	F	Gorilla gorilla gorilla T cell receptor alpha variable 1-2	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV10	F	Gorilla gorilla gorilla T cell receptor alpha variable 10	3	14		BK064837	-
Gorilla gorilla gorilla	TRAV11	P	Gorilla gorilla gorilla T cell receptor alpha variable 11	3	14		BK064837	-
Gorilla gorilla gorilla	TRAV11-1	P	Gorilla gorilla gorilla T cell receptor alpha variable 11-1	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV12-1	F	Gorilla gorilla gorilla T cell receptor alpha variable 12-1	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV12-2	F	Gorilla gorilla gorilla T cell receptor alpha variable 12-2	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV12-3	F	Gorilla gorilla gorilla T cell receptor alpha variable 12-3	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV13-1	F	Gorilla gorilla gorilla T cell receptor alpha variable 13-1	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV13-2	F	Gorilla gorilla gorilla T cell receptor alpha variable 13-2	3	14		BK064837	-
Gorilla gorilla gorilla	TRAV14	F	Gorilla gorilla gorilla T cell receptor alpha variable 14	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV14-1	P	Gorilla gorilla gorilla T cell receptor alpha variable 14-1	3	14		BK064837	-
Gorilla gorilla gorilla	TRAV15	P	Gorilla gorilla gorilla T cell receptor alpha variable 15	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV16	F	Gorilla gorilla gorilla T cell receptor alpha variable 16	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV17	F	Gorilla gorilla gorilla T cell receptor alpha variable 17	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV18	F	Gorilla gorilla gorilla T cell receptor alpha variable 18	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV19	F	Gorilla gorilla gorilla T cell receptor alpha variable 19	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV2	F	Gorilla gorilla gorilla T cell receptor alpha variable 2	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV20	F	Gorilla gorilla gorilla T cell receptor alpha variable 20	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV21	F  P	Gorilla gorilla gorilla T cell receptor alpha variable 21	3	14		BK064837	-
Gorilla gorilla gorilla	TRAV22	F	Gorilla gorilla gorilla T cell receptor alpha variable 22	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV23	F	Gorilla gorilla gorilla T cell receptor alpha variable 23	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV24	F	Gorilla gorilla gorilla T cell receptor alpha variable 24	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV25	F	Gorilla gorilla gorilla T cell receptor alpha variable 25	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV26-1	F	Gorilla gorilla gorilla T cell receptor alpha variable 26-1	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV26-2	F	Gorilla gorilla gorilla T cell receptor alpha variable 26-2	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV27	F	Gorilla gorilla gorilla T cell receptor alpha variable 27	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV28	P	Gorilla gorilla gorilla T cell receptor alpha variable 28	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV29	F	Gorilla gorilla gorilla T cell receptor alpha variable 29	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV3	F	Gorilla gorilla gorilla T cell receptor alpha variable 3	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV30	F	Gorilla gorilla gorilla T cell receptor alpha variable 30	4	14		BK064837	-
Gorilla gorilla gorilla	TRAV31	P	Gorilla gorilla gorilla T cell receptor alpha variable 31	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV32	P	Gorilla gorilla gorilla T cell receptor alpha variable 32	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV33	P	Gorilla gorilla gorilla T cell receptor alpha variable 33	3	14		BK064837	-
Gorilla gorilla gorilla	TRAV34	F	Gorilla gorilla gorilla T cell receptor alpha variable 34	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV35	F	Gorilla gorilla gorilla T cell receptor alpha variable 35	3	14		BK064837	-
Gorilla gorilla gorilla	TRAV36	F	Gorilla gorilla gorilla T cell receptor alpha variable 36	3	14		BK064837	-
Gorilla gorilla gorilla	TRAV37	P	Gorilla gorilla gorilla T cell receptor alpha variable 37	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV38-1	ORF	Gorilla gorilla gorilla T cell receptor alpha variable 38-1	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV38-2	F	Gorilla gorilla gorilla T cell receptor alpha variable 38-2	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV39	F  P	Gorilla gorilla gorilla T cell receptor alpha variable 39	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV4	F	Gorilla gorilla gorilla T cell receptor alpha variable 4	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV40	ORF	Gorilla gorilla gorilla T cell receptor alpha variable 40	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV41	F	Gorilla gorilla gorilla T cell receptor alpha variable 41	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV46	P	Gorilla gorilla gorilla T cell receptor alpha variable 46	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV5	F	Gorilla gorilla gorilla T cell receptor alpha variable 5	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV6	F	Gorilla gorilla gorilla T cell receptor alpha variable 6	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV7	P	Gorilla gorilla gorilla T cell receptor alpha variable 7	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV8-1	F	Gorilla gorilla gorilla T cell receptor alpha variable 8-1	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV8-2	F	Gorilla gorilla gorilla T cell receptor alpha variable 8-2	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV8-3	F  P	Gorilla gorilla gorilla T cell receptor alpha variable 8-3	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV8-4	F  P	Gorilla gorilla gorilla T cell receptor alpha variable 8-4	4	14		BK064837	-
Gorilla gorilla gorilla	TRAV8-5	P	Gorilla gorilla gorilla T cell receptor alpha variable 8-5	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV8-6	F	Gorilla gorilla gorilla T cell receptor alpha variable 8-6	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV8-6-1	P	Gorilla gorilla gorilla T cell receptor alpha variable 8-6-1	2	14		BK064837	-
Gorilla gorilla gorilla	TRAV8-7	F	Gorilla gorilla gorilla T cell receptor alpha variable 8-7	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV9-1	F	Gorilla gorilla gorilla T cell receptor alpha variable 9-1	1	14		BK064837	-
Gorilla gorilla gorilla	TRAV9-2	F	Gorilla gorilla gorilla T cell receptor alpha variable 9-2	1	14		BK064837	-
Gorilla gorilla gorilla	TRAVA	P	Gorilla gorilla gorilla T cell receptor alpha variable A	1	14		BK064837	-
Gorilla gorilla gorilla	TRAVB	P	Gorilla gorilla gorilla T cell receptor alpha variable B	4	14		BK064837	-
Gorilla gorilla gorilla	TRAVC	P	Gorilla gorilla gorilla T cell receptor alpha variable C	1	14		BK064837	-
Gorilla gorilla gorilla	TRAVD	P	Gorilla gorilla gorilla T cell receptor alpha variable D	1	14		BK064837	-
Gorilla gorilla gorilla	TRAVE	P	Gorilla gorilla gorilla T cell receptor alpha variable E	3	14		BK064837	-
Gorilla gorilla gorilla	TRAVF	P	Gorilla gorilla gorilla T cell receptor alpha variable F	1	14		BK064837	-
Gorilla gorilla gorilla	TRAVG	P	Gorilla gorilla gorilla T cell receptor alpha variable G	2	14		BK064837	-
Gorilla gorilla gorilla	TRBC1	F	Gorilla gorilla gorilla T cell receptor beta constant 1	2	7		BK064850	-
Gorilla gorilla gorilla	TRBC2	F	Gorilla gorilla gorilla T cell receptor beta constant 2	1	7		BK064850	-
Gorilla gorilla gorilla	TRBD1	F	Gorilla gorilla gorilla T cell receptor beta diversity 1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBD2	F	Gorilla gorilla gorilla T cell receptor beta diversity 2	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ1-1	F	Gorilla gorilla gorilla T cell receptor beta joining 1-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ1-2	F	Gorilla gorilla gorilla T cell receptor beta joining 1-2	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ1-3	F	Gorilla gorilla gorilla T cell receptor beta joining 1-3	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ1-4	F	Gorilla gorilla gorilla T cell receptor beta joining 1-4	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ1-5	F	Gorilla gorilla gorilla T cell receptor beta joining 1-5	2	7		BK064850	-
Gorilla gorilla gorilla	TRBJ1-6	F	Gorilla gorilla gorilla T cell receptor beta joining 1-6	2	7		BK064850	-
Gorilla gorilla gorilla	TRBJ2-1	F	Gorilla gorilla gorilla T cell receptor beta joining 2-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ2-2	F	Gorilla gorilla gorilla T cell receptor beta joining 2-2	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ2-2P	ORF	Gorilla gorilla gorilla T cell receptor beta joining 2-2P	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ2-3	F	Gorilla gorilla gorilla T cell receptor beta joining 2-3	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ2-4	F	Gorilla gorilla gorilla T cell receptor beta joining 2-4	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ2-5	F	Gorilla gorilla gorilla T cell receptor beta joining 2-5	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ2-6	F	Gorilla gorilla gorilla T cell receptor beta joining 2-6	1	7		BK064850	-
Gorilla gorilla gorilla	TRBJ2-7	F  ORF	Gorilla gorilla gorilla T cell receptor beta joining 2-7	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV1	P	Gorilla gorilla gorilla T cell receptor beta variable 1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV10-1	F  P	Gorilla gorilla gorilla T cell receptor beta variable 10-1	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV10-3	ORF	Gorilla gorilla gorilla T cell receptor beta variable 10-3	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV11-2	F	Gorilla gorilla gorilla T cell receptor beta variable 11-2	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV11-3	F	Gorilla gorilla gorilla T cell receptor beta variable 11-3	3	7		BK064850	-
Gorilla gorilla gorilla	TRBV12-2	F	Gorilla gorilla gorilla T cell receptor beta variable 12-2	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV12-3	F	Gorilla gorilla gorilla T cell receptor beta variable 12-3	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV12-4	F	Gorilla gorilla gorilla T cell receptor beta variable 12-4	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV12-5	F	Gorilla gorilla gorilla T cell receptor beta variable 12-5	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV13	F	Gorilla gorilla gorilla T cell receptor beta variable 13	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV14	F	Gorilla gorilla gorilla T cell receptor beta variable 14	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV15	F	Gorilla gorilla gorilla T cell receptor beta variable 15	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV16	F	Gorilla gorilla gorilla T cell receptor beta variable 16	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV17	P	Gorilla gorilla gorilla T cell receptor beta variable 17	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV18	F	Gorilla gorilla gorilla T cell receptor beta variable 18	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV19	F	Gorilla gorilla gorilla T cell receptor beta variable 19	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV2	F	Gorilla gorilla gorilla T cell receptor beta variable 2	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV20-1	F	Gorilla gorilla gorilla T cell receptor beta variable 20-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV21-1	F	Gorilla gorilla gorilla T cell receptor beta variable 21-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV22-1	ORF	Gorilla gorilla gorilla T cell receptor beta variable 22-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV23-1	F	Gorilla gorilla gorilla T cell receptor beta variable 23-1	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV24-1	F	Gorilla gorilla gorilla T cell receptor beta variable 24-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV25-1	F	Gorilla gorilla gorilla T cell receptor beta variable 25-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV26	P	Gorilla gorilla gorilla T cell receptor beta variable 26	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV27	F	Gorilla gorilla gorilla T cell receptor beta variable 27	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV28	F	Gorilla gorilla gorilla T cell receptor beta variable 28	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV28-1	P	Gorilla gorilla gorilla T cell receptor beta variable 28-1	1	7		BK064851	-
Gorilla gorilla gorilla	TRBV29-1	F  P	Gorilla gorilla gorilla T cell receptor beta variable 29-1	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV29-1-1	F	Gorilla gorilla gorilla T cell receptor beta variable 29-1-1	1	7		BK064851	-
Gorilla gorilla gorilla	TRBV3-1	F	Gorilla gorilla gorilla T cell receptor beta variable 3-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV3-1-1	P	Gorilla gorilla gorilla T cell receptor beta variable 3-1-1	1	7		BK064851	-
Gorilla gorilla gorilla	TRBV3-2	F	Gorilla gorilla gorilla T cell receptor beta variable 3-2	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV30	F	Gorilla gorilla gorilla T cell receptor beta variable 30	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV4-1	P	Gorilla gorilla gorilla T cell receptor beta variable 4-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV4-2	F	Gorilla gorilla gorilla T cell receptor beta variable 4-2	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV4-2-1	P	Gorilla gorilla gorilla T cell receptor beta variable 4-2-1	1	7		BK064851	-
Gorilla gorilla gorilla	TRBV4-3	F	Gorilla gorilla gorilla T cell receptor beta variable 4-3	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV5-1	F	Gorilla gorilla gorilla T cell receptor beta variable 5-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV5-2	P	Gorilla gorilla gorilla T cell receptor beta variable 5-2	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV5-3	ORF	Gorilla gorilla gorilla T cell receptor beta variable 5-3	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV5-4	F	Gorilla gorilla gorilla T cell receptor beta variable 5-4	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV5-5	F	Gorilla gorilla gorilla T cell receptor beta variable 5-5	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV5-6	F	Gorilla gorilla gorilla T cell receptor beta variable 5-6	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV5-7	F	Gorilla gorilla gorilla T cell receptor beta variable 5-7	3	7		BK064850	-
Gorilla gorilla gorilla	TRBV6-1	F	Gorilla gorilla gorilla T cell receptor beta variable 6-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV6-1-1	F	Gorilla gorilla gorilla T cell receptor beta variable 6-1-1	1	7		BK064851	-
Gorilla gorilla gorilla	TRBV6-2	F  P	Gorilla gorilla gorilla T cell receptor beta variable 6-2	3	7		BK064850	-
Gorilla gorilla gorilla	TRBV6-3	F	Gorilla gorilla gorilla T cell receptor beta variable 6-3	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV6-4	F	Gorilla gorilla gorilla T cell receptor beta variable 6-4	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV6-5	F	Gorilla gorilla gorilla T cell receptor beta variable 6-5	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV6-6	F	Gorilla gorilla gorilla T cell receptor beta variable 6-6	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV6-7	ORF	Gorilla gorilla gorilla T cell receptor beta variable 6-7	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV6-8	F  ORF	Gorilla gorilla gorilla T cell receptor beta variable 6-8	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV7-1	ORF	Gorilla gorilla gorilla T cell receptor beta variable 7-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV7-2	F	Gorilla gorilla gorilla T cell receptor beta variable 7-2	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV7-3	F	Gorilla gorilla gorilla T cell receptor beta variable 7-3	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV7-4	F	Gorilla gorilla gorilla T cell receptor beta variable 7-4	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV7-5	P	Gorilla gorilla gorilla T cell receptor beta variable 7-5	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV7-6	F  ORF  P	Gorilla gorilla gorilla T cell receptor beta variable 7-6	3	7		BK064850	-
Gorilla gorilla gorilla	TRBV7-7	F  P	Gorilla gorilla gorilla T cell receptor beta variable 7-7	3	7		BK064850	-
Gorilla gorilla gorilla	TRBV7-9	F	Gorilla gorilla gorilla T cell receptor beta variable 7-9	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV8-1	P	Gorilla gorilla gorilla T cell receptor beta variable 8-1	1	7		BK064850	-
Gorilla gorilla gorilla	TRBV8-2	P	Gorilla gorilla gorilla T cell receptor beta variable 8-2	2	7		BK064850	-
Gorilla gorilla gorilla	TRBV9	F	Gorilla gorilla gorilla T cell receptor beta variable 9	1	7		BK064850	-
Gorilla gorilla gorilla	TRBVA	P	Gorilla gorilla gorilla T cell receptor beta variable A	1	7		BK064850	-
Gorilla gorilla gorilla	TRBVB	P	Gorilla gorilla gorilla T cell receptor beta variable B	1	7		BK064850	-
Gorilla gorilla gorilla	TRBVC	P	Gorilla gorilla gorilla T cell receptor beta variable C	1	7		BK064850	-
